city,state,date__,time__,shape,duration -- seconds,comments,date posted,latitude,longitude 
mayville,wi,2011-07-25,22:50:00,light,45.0,2 EXTREMELY fast moving objects 20secs. apart taking the exact same path as though they were in a flight pattern.,8/7/2011,43.4941667,-88.5447222
ridgway,il,2011-09-04,01:00:00,circle,300.0,4 smaller objects went into 1 larger&#44 brighter pulsating object that emitted a bright white light for 30sec,10/10/2011,37.7991667,-88.2611111
robersonville,nc,2011-02-17,20:30:00,other,600.0,Row of lights outside Robersonville&#44 NC,2/18/2011,35.825,-77.2494444
elliottsburg,pa,2011-03-20,19:40:00,triangle,180.0,Bright white lights came close enough to see a triangular shaped craft with bright circular lights on its bottom.,3/23/2011,40.3888889,-77.2891667
beaverville,il,2011-07-31,23:00:00,unknown,1.5,My wife and I saw an orange glow light cross eastern sky going north at massive speed. I told my wife that nothing human can approach t,12/12/2011,40.9544444,-87.6544444
gillham,ar,2011-07-02,21:30:00,light,360.0,A bright light flew east to west for about 20 seconds&#44 then turned south and faded&#44 and then came back flashing before it faded again.,7/6/2011,34.1691667,-94.3161111
center barnstead,nh,2011-10-09,19:05:00,sphere,720.0,Two sightings within 10 min.- yellow/gold orbs w/ragged redish perimiter&#44 hover &amp; chngd:3 bright dots triangle&#44 back to orb&#44 vanished,10/10/2011,43.3391667,-71.26
goshen,in,2011-06-17,14:30:00,light,1.0,Startling white light traveling with incredible speed,6/27/2011,41.5822222,-85.8344444
kenosha,wi,2011-07-31,23:00:00,light,240.0,Two red light/balls buzz Waukegan to Kenosha and disappear to the east over Lake Michigan.,8/7/2011,42.5847222,-87.8211111
fred,tx,2011-01-06,20:30:00,unknown,120.0,Bright orange/red glow in the sky,1/31/2011,30.5763889,-94.1761111
streamwood,il,2011-07-04,21:55:00,fireball,20.0,Orange Glowing Orb low across from SE to NW a Yearly 7/4 site.,7/6/2011,42.0255556,-88.1783333
oakwood,ga,2011-07-20,01:00:00,light,2700.0,Oakwood,8/7/2011,34.2275,-83.8844444
cutchogue,ny,2011-08-24,04:30:00,triangle,300.0,large black triangular craft seen over Interstate 80 in north west New Jersey.,10/10/2011,41.0105556,-72.4855556
hampton beach,nh,2011-09-03,20:15:00,sphere,900.0,ORANGE RED BALLS OF LIGHT &#44 INTENSITY OF LIGT WAS CONSISTANT AND DIDN&#39T CHANGE WITH CRAFT CHANGING DIRRECTION,10/10/2011,42.9072222,-70.8125
durham,nc,2011-12-01,15:30:00,disk,30.0,Daylight sighting ufo with 2-4 spikes on top and haze betwean spikes possably spining object,12/12/2011,35.9938889,-78.8988889
san jose,ca,2011-04-26,23:10:00,light,300.0,San Jose - red object in sky heading south.,5/2/2011,37.3394444,-121.8938889
doral,fl,2011-01-29,17:42:00,unknown,900.0,Unusual flight patterns and missile like objects in Doral Flo.  ((NUFORC Note:  We have looked at the photos&#44 and suspect contrails,2/8/2011,25.8191667,-80.3555556
winter garden,fl,2011-05-05,21:00:00,triangle,120.0,triangular shape and extremely fast,5/12/2011,28.565,-81.5863889
barton,vt,2011-08-12,02:30:00,triangle,300.0,((HOAX??))  200 foot black triangle with alternating blinking red lights hovers silently over lake,8/21/2011,44.7480556,-72.1766667
san bernardino,ca,2011-02-13,20:00:00,fireball,900.0,Five amber red balls.  3 disappear and 2 combine into one over San bernardino ca.,2/18/2011,34.1083333,-117.2888889
troy,nc,2011-10-25,09:00:00,rectangle,120.0,I was driving home about 9:00 and in the sky above right above the tree was the bright,12/12/2011,35.3583333,-79.8947222
wisconsin dells,wi,2011-07-11,22:40:00,triangle,900.0,4 Triangular shapes above Wisconsin Dells,7/17/2011,43.6275,-89.7708333
dania beach,fl,2011-10-20,09:30:00,oval,60.0,Faded white oval light Breaking through the clouds,10/25/2011,26.0519444,-80.1441667
downingtown,pa,2011-01-11,05:19:00,fireball,10.0,Sparking Fireball spotted rising in the early morning PA sky&#33,1/31/2011,40.0063889,-75.7036111
west palm beach,fl,2011-02-02,23:00:00,light,15.0,At what seemed to be a very high altitude&#44 an object&#44 moving at a high speed&#44 traveling from south to north&#44 was seen&#44 then disappeared,2/8/2011,26.7052778,-80.0366667
conway,ar,2011-02-05,21:00:00,triangle,120.0,sighting of hovering triangle shaped ufo over conway&#44arkansas,2/8/2011,35.0886111,-92.4419444
plainfield,il,2011-09-10,22:00:00,cigar,60.0,While outside in my backyard tending a fire pit while seated&#44 facing south my 8 year old son facing north pointed up in the sky just ov,10/10/2011,41.6269444,-88.2038889
war eagle,ar,2011-08-25,12:40:00,triangle,60.0,Three sky blue triangles make two turns in formation,10/10/2011,36.2677778,-93.9408333
carson city,nv,2011-04-04,22:30:00,triangle,10.0,greyish/flat black in color no lights triangular shape with no noise from craft,5/2/2011,39.1638889,-119.7663889
st. louis,mo,2011-06-25,23:00:00,triangle,30.0,I was taking a few pictures of an approaching storm front on June 25&#44 2011&#44 South St. Louis County&#44 Missouri&#44 facing west. In the lower,7/4/2011,38.6272222,-90.1977778
boyne city (rural),mi,2011-07-11,21:10:00,fireball,240.0,GIANT floating &#39candle light&#39 moved across sky above Boyne City Michigan around 9pm at night.,8/7/2011,45.2166667,-85.0138889
marathon,ny,2011-02-04,19:00:00,chevron,20.0,4 lights as bright as stars zoomed past orions belt,2/18/2011,42.4416667,-76.0325
everett,wa,2011-03-10,21:35:00,light,5.0,Star sized object falls streight down 90deg from horizion and disapears.,3/23/2011,47.9791667,-122.2008333
gilbert,mn,2011-08-29,20:00:00,light,300.0,Star-like spheres for past few weeks consistant every night.,10/10/2011,47.4888889,-92.4647222
fairbanks,ak,2011-11-11,20:10:00,circle,300.0,Red lights moving slowly.,12/12/2011,64.8377778,-147.7163889
york,pa,2011-10-14,22:30:00,triangle,2.0,Triangle shape&#44 large round lights entire bottom of craft with a light green haze.It just appeared&#44 and then dropped behind trees.,10/19/2011,39.9625,-76.7280556
snowmass village,co,2011-10-08,22:00:00,circle,180.0,Reddish&#44 round object in Southeast sky in Snowmass Village&#44 CO,10/10/2011,39.2130556,-106.9372222
san francisco,ca,2011-11-01,01:15:00,light,120.0,Super bright dark blue light in S.F. eastern sky at 1:15ish on Nov 1&#442011 Seen by three from Ocean beach,12/12/2011,37.775,-122.4183333
cloquet,mn,2011-08-24,04:15:00,light,37800.0,UFO scanning&#44 in the sky.  ((NUFORC Note:  Possibly not a serious report.  PD)),10/10/2011,46.7216667,-92.4591667
oxford,oh,2011-02-05,22:45:00,triangle,30.0,Triangle object. Bright lights on all three corners. Hovering down the highway.,12/12/2011,39.5069444,-84.7452778
saint paul,mn,2011-12-17,22:00:00,fireball,300.0,A light/fireball passing overhead in Saint Paul&#44 MN,1/12/2012,44.9444444,-93.0930556
madison heights,va,2011-10-22,19:10:00,oval,300.0,Pink glows in Madison Heights&#44 VA,10/25/2011,37.4308333,-79.1233333
lake havasu city,az,2011-04-14,04:50:00,sphere,120.0,Pre-dawn sighting of 3 blue orbs followed by a 4th,5/2/2011,34.4838889,-114.3216667
kermit,tx,2011-03-10,23:00:00,triangle,300.0,a triagle shape ship,5/2/2011,31.8575,-103.0922222
cheyenne,wy,2011-08-05,18:13:00,circle,1200.0,8/5/11 I observed five round brightly colored objects moving sw to ne quietly at great speed.,8/7/2011,41.14,-104.8197222
lakeview,or,2011-08-03,23:00:00,sphere,360.0,08-03-2011 Between Lakeview and Adel. 5-8 objects floating above the highway followed by millitary aircraft,5/13/2012,42.1888889,-120.3447222
homestead,fl,2011-10-01,23:57:00,formation,35.0,I am familiar with several types of planes&#44  I worked at a NY airport for a number of years and I am a fan of military planes&#44 this sig,10/10/2011,25.4683333,-80.4777778
bakersfield,ca,2011-08-24,01:15:00,fireball,7200.0,I WAS SLEEPING IN MY BED TO BE AWAKING IN A PARALYZING STATE. I COULD NOT MOVE A BONE IN MY BODY. MY MUSCLES WERE NOT RESPONDING. I WAS,10/10/2011,35.3733333,-119.0177778
canby,or,2011-12-13,16:00:00,teardrop,30.0,Stars,12/17/2011,45.2630556,-122.6913889
north wildwood,nj,2011-05-28,18:00:00,fireball,600.0,fire ball,6/3/2011,39.0005556,-74.7997222
west alton (mississippi river),mo,2011-07-08,16:00:00,unknown,300.0,It went underwater eventually&#44 it was black&#44and seemed to have something on its back&#44 cell phone signal was temporarily lost.,7/17/2011,36.6941667,-91.3991667
hialeah,fl,2011-04-29,03:00:00,fireball,2.0,A green fireball fell from the sky in the distance&#44 with no trail or tail.,5/2/2011,25.8572222,-80.2783333
new port richey,fl,2011-02-25,16:10:00,cigar,120.0,White&#44 Shiny Cigar Shaped Craft Overhead,3/10/2011,28.2438889,-82.7194444
marquette,mi,2011-11-29,03:35:00,light,240.0,Light object in sky dims then moves away towards downtown after hovering for several minutes.,12/12/2011,46.5436111,-87.3952778
new berlin,wi,2011-09-30,20:00:00,triangle,300.0,Red &amp; white lights in shape of a triange in the sky,10/25/2011,42.9763889,-88.1083333
new york city (staten island),ny,2011-06-29,22:15:00,light,30.0, I saw a brilliant white light moving.  ((NUFORC Note:  We suspect that the object was the International Space Station.  PD)),7/4/2011,40.7141667,-74.0063889
moultrie,ga,2011-01-04,19:40:00,disk,600.0,Orange&#44 hazy light that was moving very quickly then dissaperd.,1/5/2011,31.1797222,-83.7891667
falls,pa,2011-09-10,12:50:00,circle,7200.0,Red&#44  White&#44 Blue&#44 Lights in sky over PA&#44 Falls,10/10/2011,41.4605556,-75.8491667
gila bend,az,2011-01-26,00:30:00,formation,900.0,Formation of Yellow Fireballs tracking location and perspective during 80mph interstate travel&#44 possible fighter intercept at end.,2/18/2011,32.9477778,-112.7161111
garden city,mi,2011-10-05,19:30:00,fireball,240.0,Large bright orange/red &quot;fireball&quot; that faded and exposed a black flat object,10/10/2011,42.3255556,-83.3311111
port republic,nj,2011-05-28,21:15:00,fireball,15.0,Bright red glowing object in Port Republic&#44 NJ (small town),5/29/2011,39.5205556,-74.4861111
wasilla,ak,2011-09-11,09:00:00,triangle,2.0,a tiangle shaped craft with yellow lights below flew over.,10/10/2011,61.5813889,-149.4394444
wolf point,mt,2011-07-10,23:15:00,light,240.0,Orange-reddish lighs-bright lights pulsating coming from west then disappearing,7/17/2011,48.0905556,-105.64
renton,wa,2011-09-10,20:54:00,light,300.0,Two bright orange lights at high altitude&#44 Seattle Wa,10/10/2011,47.4830556,-122.2158333
warrensburg,mo,2011-07-04,22:30:00,fireball,600.0,Orange balls of light&#44  Not lights on object&#44 object was light. will be back July 4th.,6/2/2013,38.7627778,-93.7358333
los angeles,ca,2011-10-22,09:20:00,sphere,600.0,Six Craft  shiny metal  9:20 am took photo but don&#39t have developed,10/25/2011,34.0522222,-118.2427778
hemet,ca,2011-07-24,20:00:00,fireball,1200.0,RED AND ORANGE FIREBALL TURNING TO A CLEAR BRIGHT LIGHT GOING EAST TOWARD THE MOUNTAIN,8/7/2011,33.7475,-116.9711111
roseville,ca,2011-10-25,20:25:00,light,60.0,Witnessed two very bright lights to the south east of us&#44 that just appeared out of nowhere.,12/12/2011,38.7522222,-121.2869444
laurel,md,2011-10-30,16:00:00,light,3.0,white light traveling fast,12/12/2011,39.0991667,-76.8486111
rochester,ny,2011-11-06,05:30:00,flash,1.0,Rochester NY lights in the sky two sightings,12/12/2011,43.1547222,-77.6158333
river forest,il,2011-02-08,17:50:00,oval,90.0,Glowing oval object spotted south east of O&#39hare,2/8/2011,41.8977778,-87.8138889
mahwah,nj,2011-03-06,10:28:00,other,180.0,UFO hovering over mine shaft caught it from 35 yards away with my iPhone,3/10/2011,41.0886111,-74.1441667
porter (ne outside houston),tx,2011-02-04,22:00:00,triangle,120.0,Large object passes overhead in night sky&#44 totally silent&#44 white lights and a single blinking green light,2/8/2011,30.1022222,-95.2294444
st. louis,mo,2011-07-19,21:45:00,fireball,600.0,Group of Orange Fireballs sighted in South City Saint Louis.,8/7/2011,38.6272222,-90.1977778
chicago,il,2011-07-14,17:03:00,oval,25.0,Very large white oval travelling at 300 miles per hour spotted over Chicago,7/17/2011,41.85,-87.65
corvallis,or,2011-01-27,22:05:00,fireball,300.0,Bright orange light traveling North and turning toward southwest.  Light slowly dimmed and disappeared.,2/3/2012,44.5647222,-123.2608333
belton,tx,2011-06-03,23:30:00,triangle,30.0,Triangular shaped object with the round white light&#39s at each tip.,8/21/2011,31.0558333,-97.4641667
yucaipa,ca,2011-08-20,08:32:00,sphere,480.0,slow spinning sphere that changed from solid black to shinny transparent while floating in one spot.,8/21/2011,34.0336111,-117.0422222
moss bluff,la,2011-03-27,08:39:00,fireball,180.0,We thought they were hot air balloons at first&#44 but then we realized there were no landing spots for any. And why would they be flying,4/3/2011,30.3025,-93.1905556
laporte,in,2011-05-23,08:34:00,cigar,1.0,Cigar shaped craft in the west,5/29/2011,41.6105556,-86.7225
butte,mt,2011-07-09,22:30:00,other,600.0,The Richest Hill on Earth gets scanned,1/12/2012,46.0038889,-112.5338889
friday harbor,wa,2011-09-01,04:00:00,circle,2700.0,Bright light and a deep rumbling sound with other light.   ((NUFORC Note:  We suspect a twinkling star&#44 possibly Sirius.  PD)),10/10/2011,48.5344444,-123.0158333
escondido,ca,2011-03-31,00:15:00,light,600.0,Intense green pulsing light in sky,7/4/2012,33.1191667,-117.0855556
louisville,ky,2011-11-25,04:55:00,oval,720.0,Very large red orb&#44 changing to green. Silent and hovering&#44 then making unnatural maneuver.,12/12/2011,38.2541667,-85.7594444
ord,ne,2011-05-23,21:30:00,sphere,3600.0,The red spheres dimmed and dissappeared only to be followed by more red lights appearing and staying staying stationary in the sky but,5/29/2011,41.6033333,-98.9258333
alexandria,va,2011-12-04,19:30:00,light,120.0,Husband drew my attention to object outside our window.  Object was bright (looked almost like it was on fire&#44 fluttering light)   Obje,12/12/2011,38.8047222,-77.0472222
jackson,tn,2011-01-01,17:00:00,cylinder,10.0,Cylinder Shaped UFO over Jackson TN,1/31/2011,35.6144444,-88.8138889
raytown,mo,2011-08-16,01:00:00,triangle,900.0,Very bright color changing triangular shaped object floating and flying over small area,8/21/2011,39.0086111,-94.4633333
san antonio,tx,2011-03-23,21:10:00,light,45.0,A blinking light making a triangle shaped form in the night sky.,4/3/2011,29.4238889,-98.4933333
brownstown (south of),il,2011-07-02,23:26:00,cone,120.0,Brown paper sack light&#44 no sound&#44 no running light.,7/4/2011,38.9958333,-88.9527778
grand junction,co,2011-10-15,20:00:00,rectangle,300.0,SEEN CLEARLY FOR 2 MINUTES GLIDING WITHOUT SOUND FLASHING LIGHTS,10/19/2011,39.0638889,-108.55
council bluffs,ia,2011-07-23,15:30:00,triangle,120.0,Object over council bluffs ia,8/7/2011,41.2619444,-95.8608333
benson,az,2011-04-17,19:00:00,light,420.0,Light object,5/2/2011,31.9677778,-110.2938889
olympia,wa,2011-08-11,22:10:00,light,180.0,Orange red light in sky turned to white as it moved figeting across the sky with no noise.,8/21/2011,47.0380556,-122.8994444
north palm springs,ca,2011-05-11,04:00:00,fireball,5.0,Fireball traveling from Palm Springs&#44 Ca. towards Joshua Tree National Monument at 4AM on May 11&#44 2011.,5/29/2011,33.9227778,-116.5422222
jermyn,pa,2011-10-28,21:30:00,other,240.0,Jet tailing a completely blacked out silent object,12/12/2011,41.5308333,-75.5458333
quincy,il,2011-10-31,19:30:00,oval,40.0,Passing from west to east&#44 at approximately 3000 feet altitude&#44 at 19:30 hours on Halloween night&#44 a brilliant&#44 white&#44 oversized&#44 star-,12/12/2011,39.9355556,-91.4097222
pompano beach,fl,2011-12-25,18:15:00,circle,120.0,LARGE BRIGHT ORANGE OBJECT.  ((NUFORC Note:  Report from 16&#44000-hour pilot.  PD)),1/12/2012,26.2375,-80.125
konawa,ok,2011-09-15,02:20:00,disk,1200.0,Object over konawa,4/18/2012,34.9594444,-96.7525
heber city,ut,2011-09-07,00:22:00,disk,180.0,11 lights on unexplained object hovering for several seconds silently close up.,10/10/2011,40.5069444,-111.4125
st. augustine beach,fl,2011-04-16,23:45:00,formation,5.0,Triangle light formation seen shooting across sky over beach,5/2/2011,29.8502778,-81.2655556
alpine,ut,2011-09-18,20:15:00,circle,180.0,Red&#44 circular object floating above Alpine&#44 Utah...STRANGE&#33,10/10/2011,40.4533333,-111.7772222
new lenox,il,2011-10-17,19:45:00,disk,180.0,Two witnesses watch 30ft disc fall from high altitude in seconds&#44 change axis&#44 stop 30ft over highway&#44 pass slowly and silently between,6/20/2012,41.5119444,-87.9655556
marana,az,2011-03-24,20:45:00,light,1800.0,A series of bright round orange lights appearing in 5-10 minute intervals high in the sky over Marana&#44 AZ,4/3/2011,32.4366667,-111.2247222
miami,fl,2011-05-14,22:00:00,cigar,120.0,Orange color UFO&#39s over Miami Sat.night.{05/14/2011},5/29/2011,25.7738889,-80.1938889
lafayette (near denver),co,2011-03-20,22:00:00,formation,1200.0,Three Lights Over Lafayette&#44 CO Near Denver,3/23/2011,39.9936111,-105.0891667
iron mountain,mi,2011-02-14,03:00:00,circle,300.0,A large glowing orange light that rose from behind the trees and disappeared into the sky.,2/14/2014,45.8202778,-88.0658333
mableton,ga,2011-07-03,21:15:00,sphere,300.0,Mableton,7/4/2011,33.8186111,-84.5825
palm beach gardens,fl,2011-04-23,22:45:00,light,900.0,Bobbing red&#44 blue and white light seen west of Palm Beach Gardens&#44 FL.,5/2/2011,26.8230556,-80.1388889
oneida,wi,2011-03-06,17:10:00,light,105.0,White light in the sky&#44 left to right instant turns&#44 flew over changed colors and dissapeared.,3/10/2011,44.4986111,-88.1827778
uniondale,ny,2011-11-12,19:00:00,circle,180.0,5 orange&#44 round sphere shaped&#44 objects&#44 float across sky remaining in pattern.,12/12/2011,40.7002778,-73.5933333
garden grove,ca,2011-01-11,00:20:00,unknown,30.0,Looked like a star/satellite following a polar orbit&#44 then changing directions.,1/31/2011,33.7738889,-117.9405556
redding,ca,2011-02-22,19:40:00,light,1200.0,Star looking object moving in a very odd pattern&#44 just a white light just like  a star.  ((NUFORC Note:  Star&#44 Sirius.  PD)),2/23/2011,40.5866667,-122.3905556
concord,nc,2011-05-22,00:10:00,cylinder,300.0,UFO seen over Charlotte Motor Speedway shortly after the race ended.,5/29/2011,35.4086111,-80.5797222
auburn,ca,2011-12-27,19:15:00,sphere,60.0,Large and orange amber colored sphere hovering in the sky over Auburn&#44 CA,1/12/2012,38.8966667,-121.0758333
mattawan,mi,2011-11-18,21:36:00,fireball,1200.0,Bright red/orange burning orbe floating above the trees.,12/17/2011,42.2094444,-85.7844444
valley acres,ca,2011-04-14,21:25:00,fireball,300.0,on 4/14/2011 at approximately 2125 pm me and a co worker were driving SW on highway 119 ((NUFORC Note:  Missile launch.  PD)),5/2/2011,35.2061111,-119.4058333
rock springs,wy,2011-10-31,20:15:00,sphere,120.0,One white star like light over Rock Springs Wyoming,12/12/2011,41.5875,-109.2022222
butte,mt,2011-07-03,23:30:00,fireball,300.0,3 orange balls of light flew over butte 5 minutes apart,7/6/2011,46.0038889,-112.5338889
